2024-10-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2024-10-19 ; Andre dagligvarer ; 0.0 ; 470.0
2024-10-19 ; Bilkostnader (drift, vedlikehold) ; 0.0 ; 5283.0
2024-10-19 ; Husholdningsartikler ; 0.0 ; 630.0
2024-10-19 ; Klær og sko ; 0.0 ; 2000.0
2024-10-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2024-10-19 ; Mat og drikke ; 0.0 ; 2000.0
2024-10-19 ; Mediebruk og fritid ; 0.0 ; 2480.0
2024-10-19 ; Møbler ; 0.0 ; 600.0
2024-10-19 ; Personlig pleie ; 0.0 ; 1690.0
2024-10-19 ; Reise (kollektivt) ; 0.0 ; 1794.0
2024-10-26 ; Mat og drikke ; 0.0 ; 2000.0
2024-11-02 ; Mat og drikke ; 0.0 ; 2000.0
2024-11-09 ; Mat og drikke ; 0.0 ; 2000.0
2024-11-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2024-11-16 ; Mat og drikke ; 0.0 ; 2000.0
2024-11-19 ; Andre dagligvarer ; 0.0 ; 470.0
2024-11-19 ; Bilkostnader (drift, vedlikehold) ; 0.0 ; 5283.0
2024-11-19 ; Husholdningsartikler ; 0.0 ; 630.0
2024-11-19 ; Klær og sko ; 0.0 ; 2000.0
2024-11-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2024-11-19 ; Mediebruk og fritid ; 0.0 ; 2480.0
2024-11-19 ; Møbler ; 0.0 ; 600.0
2024-11-19 ; Personlig pleie ; 0.0 ; 1690.0
2024-11-19 ; Reise (kollektivt) ; 0.0 ; 1794.0
2024-11-23 ; Mat og drikke ; 0.0 ; 2000.0
2024-11-30 ; Mat og drikke ; 0.0 ; 2000.0
2024-12-07 ; Mat og drikke ; 0.0 ; 2000.0
2024-12-12 ; Lønn, Kjell ; 60000.0 ; 0.0
2024-12-14 ; Mat og drikke ; 0.0 ; 2000.0
2024-12-19 ; Andre dagligvarer ; 0.0 ; 470.0
2024-12-19 ; Bilkostnader (drift, vedlikehold) ; 0.0 ; 5283.0
2024-12-19 ; Husholdningsartikler ; 0.0 ; 630.0
2024-12-19 ; Klær og sko ; 0.0 ; 2000.0
2024-12-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2024-12-19 ; Mediebruk og fritid ; 0.0 ; 2480.0
2024-12-19 ; Møbler ; 0.0 ; 600.0
2024-12-19 ; Personlig pleie ; 0.0 ; 1690.0
2024-12-19 ; Reise (kollektivt) ; 0.0 ; 1794.0
2024-12-21 ; Mat og drikke ; 0.0 ; 2000.0
2024-12-28 ; Mat og drikke ; 0.0 ; 2000.0
2025-01-04 ; Mat og drikke ; 0.0 ; 2000.0
2025-01-11 ; Mat og drikke ; 0.0 ; 2000.0
2025-01-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2025-01-18 ; Mat og drikke ; 0.0 ; 2000.0
2025-01-19 ; Klær og sko ; 0.0 ; 2000.0
2025-01-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2025-01-19 ; Personlig pleie ; 0.0 ; 1690.0
2025-01-20 ; Strøm, havna ; 0.0 ; 2500.0
2025-01-25 ; Mat og drikke ; 0.0 ; 2000.0
2025-02-01 ; Mat og drikke ; 0.0 ; 2000.0
2025-02-08 ; Mat og drikke ; 0.0 ; 2000.0
2025-02-12 ; Lønn, Kjell ; 45000.0 ; 0.0
2025-02-15 ; Mat og drikke ; 0.0 ; 2000.0
2025-02-19 ; Klær og sko ; 0.0 ; 2000.0
2025-02-19 ; Lek og mediebruk ; 0.0 ; 2060.0
2025-02-19 ; Personlig pleie ; 0.0 ; 1690.0
